locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Xiphophorus_maculatus.X_maculatus.5.0.male.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Oryzias_melastigma.Om_v0.7.RACA.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Lepisosteus_oculatus.LepOcu1.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Danio_rerio.GRCz11.pep.all.vs.Indian.medaka.pep.all.txt.RBH,geneID,diffexpressed,Entrenz_id,Species,gene_name,gene
FQA47_015510,471.2009452,-0.566381102,0.251159057,-2.255069391,0.024128974,0.449345198,ENSXMAG00000010329,ENSOMEG00000021245,ENSLOCG00000016522,ENSDARG00000099833,ENSOMEG00000021245,DOWN,112157678,Oryzias melastigma,F-box protein 7(fbxo7),fbxo7
FQA47_019044,550.0498749,-0.277768076,0.114178752,-2.43274752,0.014984746,0.368366536,ENSXMAG00000005735,ENSOMEG00000013400,ENSLOCG00000006715,ENSDARG00000062266,ENSOMEG00000013400,DOWN,112152508,Oryzias melastigma,enhancer of mRNA decapping 4(edc4),edc4
FQA47_025605,438.1905576,-0.57040987,0.163065849,-3.498033923,0.000468702,0.055519113,ENSXMAG00000009544,ENSOMEG00000001114,ENSLOCG00000013740,ENSDARG00000100374,ENSOMEG00000001114,DOWN,112144943,Oryzias melastigma,thioredoxin reductase 3(txnrd3),txnrd3
FQA47_018832,497.2765536,-0.552480072,0.188772417,-2.926699151,0.003425801,0.173868859,ENSXMAG00000012114,ENSOMEG00000019592,ENSLOCG00000001279,ENSDARG00000058606,ENSOMEG00000019592,DOWN,112155275,Oryzias melastigma,salt-inducible kinase 1(sik1),sik1
FQA47_009815,403.315768,-0.666572908,0.185000386,-3.603089276,0.000314457,0.042380705,ENSXMAG00000015445,ENSOMEG00000015462,ENSLOCG00000006105,ENSDARG00000018529,ENSOMEG00000015462,DOWN,112141836,Oryzias melastigma,"lipase, gastric(lipf)",lipf
FQA47_021085,475.8237325,-0.337282478,0.163952681,-2.057194037,0.039667565,0.547289957,ENSXMAG00000014638,ENSOMEG00000020530,ENSLOCG00000010687,ENSDARG00000014230,ENSOMEG00000020530,DOWN,112162677,Oryzias melastigma,dihydrolipoamide S-succinyltransferase(dlst),dlst
FQA47_020782,416.1343254,-0.545494267,0.239906352,-2.273780004,0.022979217,0.439776648,ENSXMAG00000028872,ENSOMEG00000012208,ENSLOCG00000009959,ENSDARG00000034897,ENSOMEG00000012208,DOWN,112144824,Oryzias melastigma,ribosomal protein S10(rps10),rps10
FQA47_022239,481.2928245,-0.513824968,0.181966639,-2.823731699,0.00474681,0.208547577,ENSXMAG00000003461,ENSOMEG00000017982,ENSLOCG00000015803,ENSDARG00000055240,ENSOMEG00000017982,DOWN,112156738,Oryzias melastigma,xanthine dehydrogenase(xdh),xdh
FQA47_013145,521.5900514,-0.440331956,0.143438894,-3.069822584,0.00214186,0.129500913,ENSXMAG00000023365,ENSOMEG00000023451,ENSLOCG00000007344,ENSDARG00000020334,ENSOMEG00000023451,DOWN,112162955,Oryzias melastigma,protein tyrosine phosphatase non-receptor type 11a(ptpn11a),ptpn11a
FQA47_003761,534.7030364,-0.587839429,0.214039636,-2.746404541,0.006025242,0.231761457,ENSXMAG00000009731,ENSOMEG00000003524,ENSLOCG00000008388,ENSDARG00000055737,ENSOMEG00000003524,DOWN,112150628,Oryzias melastigma,ubiquitin protein ligase E3A(ube3a),ube3a
FQA47_017733,538.1478712,-0.581900131,0.184386939,-3.155864149,0.001600234,0.110870316,ENSXMAG00000014008,ENSOMEG00000016817,ENSLOCG00000001831,ENSDARG00000101061,ENSOMEG00000016817,DOWN,112149279,Oryzias melastigma,eukaryotic translation initiation factor 2A(eif2a),eif2a
FQA47_020619,500.3038733,-0.582206652,0.170815795,-3.408388856,0.000653477,0.066263939,ENSXMAG00000005106,ENSOMEG00000012995,ENSLOCG00000011018,ENSDARG00000078935,ENSOMEG00000012995,DOWN,112155068,Oryzias melastigma,"tubulin tyrosine ligase-like family, member 4(ttll4)",ttll4
FQA47_001255,436.7021391,-0.572805345,0.188736686,-3.034944379,0.0024058,0.139481502,ENSXMAG00000017501,ENSOMEG00000006796,ENSLOCG00000013887,ENSDARG00000105116,ENSOMEG00000006796,DOWN,112157233,Oryzias melastigma,"prolyl 4-hydroxylase, beta polypeptide(p4hb)",p4hb
FQA47_023763,430.84869,-0.610481819,0.217200223,-2.810686891,0.004943587,0.212321807,ENSXMAG00000012669,ENSOMEG00000016676,ENSLOCG00000007530,ENSDARG00000043624,ENSOMEG00000016676,DOWN,112159581,Oryzias melastigma,solute carrier family 66 member 1(slc66a1),slc66a1
FQA47_025010,417.901272,0.540328332,0.260730044,2.072366976,0.038231231,0.540436004,ENSXMAG00000016447,ENSOMEG00000003799,ENSLOCG00000012585,ENSDARG00000001933,ENSOMEG00000003799,UP,112147423,Oryzias melastigma,5'-AMP-activated protein kinase subunit gamma-1(LOC112147423),LOC112147423
FQA47_024966,494.7476218,-0.46845637,0.146812566,-3.190846543,0.001418566,0.103859729,ENSXMAG00000018748,ENSOMEG00000004206,ENSLOCG00000002577,ENSDARG00000052623,ENSOMEG00000004206,DOWN,112161094,Oryzias melastigma,BSD domain containing 1(bsdc1),bsdc1
FQA47_008608,485.8969587,-0.293449898,0.12916123,-2.27196581,0.023088575,0.440173638,ENSXMAG00000011218,ENSOMEG00000012703,ENSLOCG00000017143,ENSDARG00000015907,ENSOMEG00000012703,DOWN,112154969,Oryzias melastigma,"discoidin, CUB and LCCL domain containing 2(dcbld2)",dcbld2
FQA47_013900,444.0211746,-0.421936721,0.164085466,-2.571444819,0.010127515,0.305649097,ENSXMAG00000007325,ENSOMEG00000013901,ENSLOCG00000002896,ENSDARG00000054259,ENSOMEG00000013901,DOWN,112152936,Oryzias melastigma,N-acetyltransferase 10(nat10),nat10
FQA47_020028,522.4084417,-0.558821525,0.193032141,-2.894966207,0.003791994,0.185939415,ENSXMAG00000001624,ENSOMEG00000003885,ENSLOCG00000003614,ENSDARG00000003462,ENSOMEG00000003885,DOWN,112144173,Oryzias melastigma,ferrochelatase(fech),fech
FQA47_020372,32.21885518,1.316746584,0.635387414,2.072352322,0.038232596,0.540436004,ENSXMAG00000005349,ENSOMEG00000013436,ENSLOCG00000010828,ENSDARG00000071877,ENSOMEG00000013436,UP,112138860,Oryzias melastigma,dehydrogenase/reductase (SDR family) member 7Cb(dhrs7cb),dhrs7cb
FQA47_003687,479.8906624,-0.634460277,0.143856601,-4.410366106,1.03E-05,0.00534808,ENSXMAG00000012600,ENSOMEG00000015636,ENSLOCG00000007761,ENSDARG00000075768,ENSOMEG00000015636,DOWN,112145238,Oryzias melastigma,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)(sdhb)",sdhb
FQA47_010503,534.0382656,-0.490311689,0.185357165,-2.645226521,0.008163625,0.276041391,ENSXMAG00000010573,ENSOMEG00000005408,ENSLOCG00000010834,ENSDARG00000062226,ENSOMEG00000005408,DOWN,112154886,Oryzias melastigma,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial(LOC112154886)",LOC112154886
FQA47_023670,420.4807436,-0.821256867,0.276214669,-2.973255798,0.002946588,0.159883865,ENSXMAG00000003208,ENSOMEG00000010492,ENSLOCG00000008897,ENSDARG00000052975,ENSOMEG00000010492,DOWN,112162909,Oryzias melastigma,ubiquilin 4(ubqln4),ubqln4
FQA47_008042,352.7065226,0.351105228,0.169664294,2.069411421,0.038507496,0.541297891,ENSXMAG00000027096,ENSOMEG00000004769,ENSLOCG00000012958,ENSDARG00000102564,ENSOMEG00000004769,UP,112162921,Oryzias melastigma,GDNF family receptor alpha 2b(gfra2b),gfra2b
FQA47_023398,494.3291829,-0.46990501,0.164517958,-2.856253604,0.004286726,0.19675972,ENSXMAG00000007775,ENSOMEG00000005254,ENSLOCG00000012474,ENSDARG00000010785,ENSOMEG00000005254,DOWN,112136544,Oryzias melastigma,thrombospondin 3a(thbs3a),thbs3a
FQA47_008706,1263.342261,0.25884436,0.125170128,2.067940356,0.038645632,0.541945866,ENSXMAG00000014994,ENSOMEG00000014522,ENSLOCG00000001302,ENSDARG00000089262,ENSOMEG00000014522,UP,112148326,Oryzias melastigma,pre-B-cell leukemia homeobox 3b(pbx3b),pbx3b
FQA47_018002,475.2003874,-0.583709464,0.154461597,-3.778994097,0.000157463,0.027765294,ENSXMAG00000008832,ENSOMEG00000017367,ENSLOCG00000008389,ENSDARG00000098825,ENSOMEG00000017367,DOWN,112157768,Oryzias melastigma,phenylalanyl-tRNA synthetase subunit alpha(farsa),farsa
FQA47_001869,536.8338305,-0.34647358,0.170163459,-2.036122106,0.041738095,0.559312505,ENSXMAG00000000503,ENSOMEG00000012168,ENSLOCG00000001875,ENSDARG00000074447,ENSOMEG00000012168,DOWN,112147648,Oryzias melastigma,death-associated protein kinase 3(dapk3),dapk3
FQA47_001506,530.9988857,-0.256512629,0.123268094,-2.080932881,0.03744005,0.538427126,ENSXMAG00000012853,ENSOMEG00000013316,ENSLOCG00000012975,ENSDARG00000075904,ENSOMEG00000013316,DOWN,112137405,Oryzias melastigma,"regulatory factor X, 1b (influences HLA class II expression)(rfx1b)",rfx1b
FQA47_011168,433.1717242,-0.60425158,0.236822476,-2.551495916,0.010726158,0.315254699,ENSXMAG00000001819,ENSOMEG00000014614,ENSLOCG00000008596,ENSDARG00000063100,ENSOMEG00000014614,DOWN,112161255,Oryzias melastigma,"proteasome 26S subunit, non-ATPase 14(psmd14)",psmd14
FQA47_012529,453.7008349,-0.472752509,0.217619109,-2.1723851,0.029826628,0.489604001,ENSXMAG00000014468,ENSOMEG00000018155,ENSLOCG00000018276,ENSDARG00000035990,ENSOMEG00000018155,DOWN,112144014,Oryzias melastigma,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4b(cited4b)",cited4b
FQA47_019311,472.1905608,-0.773399285,0.229585683,-3.368673835,0.000755308,0.073487659,ENSXMAG00000004788,ENSOMEG00000011751,ENSLOCG00000015500,ENSDARG00000025581,ENSOMEG00000011751,DOWN,112159253,Oryzias melastigma,ribosomal protein L10(rpl10),rpl10
FQA47_007692,230.707529,0.299799538,0.145362169,2.062431652,0.039166658,0.545591495,ENSXMAG00000002384,ENSOMEG00000003348,ENSLOCG00000016817,ENSDARG00000008119,ENSOMEG00000003348,UP,112158264,Oryzias melastigma,E2F transcription factor 6(e2f6),e2f6
FQA47_020835,400.4259998,-0.782630764,0.231620012,-3.378942761,0.000727652,0.071620092,ENSXMAG00000012347,ENSOMEG00000002019,ENSLOCG00000006788,ENSDARG00000098114,ENSOMEG00000002019,DOWN,112145598,Oryzias melastigma,lysosomal protective protein(LOC112145598),LOC112145598
FQA47_016234,302.4349317,0.338930131,0.164335707,2.062425371,0.039167256,0.545591495,ENSXMAG00000016798,ENSOMEG00000010666,ENSLOCG00000010600,ENSDARG00000089805,ENSOMEG00000010666,UP,112153565,Oryzias melastigma,protocadherin 18b(pcdh18b),pcdh18b
FQA47_001775,440.6037457,-0.585315201,0.189936198,-3.08164113,0.002058629,0.128129449,ENSXMAG00000015461,ENSOMEG00000016712,ENSLOCG00000004074,ENSDARG00000043710,ENSOMEG00000016712,DOWN,112141160,Oryzias melastigma,"parvin, alpha a(parvaa)",parvaa
FQA47_005704,439.7840902,-0.740261132,0.207900936,-3.560643569,0.000369947,0.046972167,ENSXMAG00000016208,ENSOMEG00000004467,ENSLOCG00000015571,ENSDARG00000090219,ENSOMEG00000004467,DOWN,112162942,Oryzias melastigma,WD repeat domain 45(wdr45),wdr45
FQA47_002395,565.2855815,-0.403277072,0.15407562,-2.617397051,0.008860321,0.287429864,ENSXMAG00000013122,ENSOMEG00000000596,ENSLOCG00000016307,ENSDARG00000016968,ENSOMEG00000000596,DOWN,112157775,Oryzias melastigma,transmembrane protein 214(tmem214),tmem214
FQA47_006887,443.3381123,-0.780804707,0.228097576,-3.423117072,0.000619074,0.064694515,ENSXMAG00000018061,ENSOMEG00000023945,ENSLOCG00000007404,ENSDARG00000016889,ENSOMEG00000023945,DOWN,112145857,Oryzias melastigma,"eukaryotic translation initiation factor 3, subunit G(eif3g)",eif3g
FQA47_010373,478.1807828,-0.676073337,0.169350544,-3.992153316,6.55E-05,0.01630096,ENSXMAG00000001778,ENSOMEG00000023486,ENSLOCG00000008914,ENSDARG00000007216,ENSOMEG00000023486,DOWN,112156021,Oryzias melastigma,"ATP-binding cassette, sub-family E (OABP), member 1(abce1)",abce1
FQA47_014438,23.52464248,0.907582199,0.440219904,2.061656437,0.039240457,0.546163504,ENSXMAG00000024566,ENSOMEG00000010515,ENSLOCG00000017237,ENSDARG00000112451,ENSOMEG00000010515,UP,112158272,Oryzias melastigma,GEN1 Holliday junction 5' flap endonuclease(LOC112158272),LOC112158272
FQA47_016510,126.898609,0.732625002,0.355514765,2.060744232,0.039327447,0.546454622,ENSXMAG00000017548,ENSOMEG00000003964,ENSLOCG00000001938,ENSDARG00000032218,ENSOMEG00000003964,UP,112156062,Oryzias melastigma,acyl-CoA synthetase short chain family member 3(acss3),acss3
FQA47_004597,615.432181,-0.523348545,0.1818713,-2.877576309,0.00400743,0.190928088,ENSXMAG00000026965,ENSOMEG00000001902,ENSLOCG00000008974,ENSDARG00000099524,ENSOMEG00000001902,DOWN,112149676,Oryzias melastigma,"glucan (1,4-alpha-), branching enzyme 1b(gbe1b)",gbe1b
FQA47_006159,552.173055,-0.436763523,0.155289727,-2.812571895,0.004914704,0.212117354,ENSXMAG00000025935,ENSOMEG00000007242,ENSLOCG00000010995,ENSDARG00000063270,ENSOMEG00000007242,DOWN,112160008,Oryzias melastigma,reticulophagy regulator family member 2(retreg2),retreg2
FQA47_020029,584.7526201,-0.241378338,0.118083136,-2.044138947,0.040939823,0.554614519,ENSXMAG00000002926,ENSOMEG00000009427,ENSLOCG00000012529,ENSDARG00000087779,ENSOMEG00000009427,DOWN,112139936,Oryzias melastigma,pumilio RNA-binding family member 3(pum3),pum3
FQA47_006813,29.38111464,0.731391659,0.355012294,2.060186847,0.039380682,0.546764918,ENSXMAG00000014310,ENSOMEG00000004086,ENSLOCG00000004632,ENSDARG00000045935,ENSOMEG00000004086,UP,112161052,Oryzias melastigma,inner mitochondrial membrane peptidase subunit 1(immp1l),immp1l
FQA47_019237,464.1485424,-0.509531121,0.187060759,-2.723880329,0.006451988,0.2430887,ENSXMAG00000010242,ENSOMEG00000004812,ENSLOCG00000012614,ENSDARG00000058148,ENSOMEG00000004812,DOWN,112153951,Oryzias melastigma,dnaJ homolog subfamily C member 7(LOC112153951),LOC112153951
FQA47_015026,554.7448012,-0.366523384,0.171662589,-2.135138393,0.032749707,0.508459927,ENSXMAG00000028401,ENSOMEG00000005872,ENSLOCG00000002733,ENSDARG00000061124,ENSOMEG00000005872,DOWN,112149318,Oryzias melastigma,SRP receptor subunit alpha(srpra),srpra
FQA47_024661,468.2897351,-0.763337736,0.160472172,-4.756823094,1.97E-06,0.001722093,ENSXMAG00000024749,ENSOMEG00000009303,ENSLOCG00000000938,ENSDARG00000077533,ENSOMEG00000009303,DOWN,112152733,Oryzias melastigma,"proteasome 26S subunit, non-ATPase 7(psmd7)",psmd7
FQA47_024229,544.9636523,-0.597926504,0.198074962,-3.018687966,0.002538719,0.144679764,ENSXMAG00000023123,ENSOMEG00000016910,ENSLOCG00000004064,ENSDARG00000103337,ENSOMEG00000016910,DOWN,112155449,Oryzias melastigma,ribosomal RNA processing protein 1 homolog A(LOC112155449),LOC112155449
FQA47_016477,618.0745232,-0.434109463,0.131591524,-3.298916591,0.000970587,0.084656822,ENSXMAG00000018000,ENSOMEG00000022008,ENSLOCG00000002628,ENSDARG00000014139,ENSOMEG00000022008,DOWN,112138540,Oryzias melastigma,signal recognition particle 72(srp72),srp72
FQA47_003090,266.4372587,0.673822116,0.327205992,2.059320834,0.039463514,0.547289957,ENSXMAG00000013255,ENSOMEG00000017094,ENSLOCG00000015200,ENSDARG00000073870,ENSOMEG00000017094,UP,112142577,Oryzias melastigma,glycerophosphodiester phosphodiesterase domain containing 2(gdpd2),gdpd2
FQA47_019256,539.2462554,0.324732811,0.157724495,2.058861003,0.039507556,0.547289957,ENSXMAG00000008800,ENSOMEG00000004730,ENSLOCG00000012637,ENSDARG00000099079,ENSOMEG00000004730,UP,112153948,Oryzias melastigma,ATP-citrate synthase(LOC112153948),LOC112153948
FQA47_001098,563.1923482,-0.685479437,0.188347423,-3.639441553,0.00027323,0.038979782,ENSXMAG00000016835,ENSOMEG00000011851,ENSLOCG00000015702,ENSDARG00000103428,ENSOMEG00000011851,DOWN,112152326,Oryzias melastigma,dehydrogenase E1 and transketolase domain containing 1(dhtkd1),dhtkd1
FQA47_021351,517.2931595,-0.723029549,0.201748147,-3.583822496,0.000338602,0.044112596,ENSXMAG00000001415,ENSOMEG00000011375,ENSLOCG00000003730,ENSDARG00000086746,ENSOMEG00000011375,DOWN,112148110,Oryzias melastigma,proline dehydrogenase (oxidase) 1b(prodhb),prodhb
FQA47_006756,556.0285261,-0.482435849,0.155961324,-3.093304397,0.00197941,0.125662838,ENSXMAG00000014190,ENSOMEG00000003931,ENSLOCG00000004520,ENSDARG00000013931,ENSOMEG00000003931,DOWN,112161083,Oryzias melastigma,"eukaryotic translation initiation factor 3, subunit M(eif3m)",eif3m
FQA47_019777,529.6809765,-0.748043523,0.203094449,-3.683229785,0.000230297,0.034819351,ENSXMAG00000001677,ENSOMEG00000014141,ENSLOCG00000009015,ENSDARG00000030537,ENSOMEG00000014141,DOWN,112157735,Oryzias melastigma,26S proteasome regulatory subunit 4(LOC112157735),LOC112157735
FQA47_013387,691.6617557,-0.463890664,0.158814451,-2.920960033,0.003489546,0.175820493,ENSXMAG00000020306,ENSOMEG00000016262,ENSLOCG00000018098,ENSDARG00000038559,ENSOMEG00000016262,DOWN,112154248,Oryzias melastigma,histone H5(LOC112154248),LOC112154248
FQA47_014494,611.7322273,-0.463069422,0.195844074,-2.364480138,0.018055395,0.397657167,ENSXMAG00000015266,ENSOMEG00000023514,ENSLOCG00000004123,ENSDARG00000003931,ENSOMEG00000023514,DOWN,112148383,Oryzias melastigma,carnosine dipeptidase 2(cndp2),cndp2
FQA47_022552,81.76693406,0.499121652,0.242506376,2.058179499,0.039572906,0.547289957,ENSXMAG00000007530,ENSOMEG00000004313,ENSLOCG00000016865,ENSDARG00000033134,ENSOMEG00000004313,UP,112157703,Oryzias melastigma,NADH:ubiquinone oxidoreductase complex assembly factor 7(ndufaf7),ndufaf7
FQA47_013866,610.6701667,-0.711647046,0.164353491,-4.329978292,1.49E-05,0.006639028,ENSXMAG00000014544,ENSOMEG00000007790,ENSLOCG00000007232,ENSDARG00000038075,ENSOMEG00000007790,DOWN,112139984,Oryzias melastigma,"cytochrome c1, heme protein, mitochondrial(LOC112139984)",LOC112139984
FQA47_001585,658.5665201,-0.52858458,0.203134435,-2.602141687,0.009264357,0.294073847,ENSXMAG00000016952,ENSOMEG00000017735,ENSLOCG00000000571,ENSDARG00000004954,ENSOMEG00000017735,DOWN,112146107,Oryzias melastigma,granulin a(grna),grna
FQA47_020964,82.39927354,0.527602565,0.256368943,2.057981588,0.039591901,0.547289957,ENSXMAG00000001028,ENSOMEG00000009009,ENSLOCG00000015583,ENSDARG00000020656,ENSOMEG00000009009,UP,112148453,Oryzias melastigma,"protein kinase cGMP-dependent 1, like(prkg1l)",prkg1l
FQA47_017401,546.1302744,-0.541431122,0.227732298,-2.377489391,0.017430944,0.391331141,ENSXMAG00000014845,ENSOMEG00000011538,ENSLOCG00000005616,ENSDARG00000099406,ENSOMEG00000011538,DOWN,112153916,Oryzias melastigma,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 1b(lrit1b)",lrit1b
FQA47_019667,625.2127755,-0.615472275,0.216365266,-2.844598338,0.004446746,0.200421625,ENSXMAG00000012834,ENSOMEG00000000257,ENSLOCG00000010858,ENSDARG00000102874,ENSOMEG00000000257,DOWN,112153333,Oryzias melastigma,"inner membrane protein, mitochondrial (mitofilin)(immt)",immt
FQA47_012325,549.6694209,-0.666785551,0.191957012,-3.473619144,0.000513489,0.059794058,ENSXMAG00000000305,ENSOMEG00000014013,ENSLOCG00000015330,ENSDARG00000058105,ENSOMEG00000014013,DOWN,112153484,Oryzias melastigma,ribosomal protein L36A(rpl36a),rpl36a
FQA47_009698,609.8908577,-0.475318358,0.190870494,-2.490266291,0.012764742,0.3380544,ENSXMAG00000011204,ENSOMEG00000017005,ENSLOCG00000003714,ENSDARG00000070657,ENSOMEG00000017005,DOWN,112159570,Oryzias melastigma,proliferation-associated protein 2G4(LOC112159570),LOC112159570
FQA47_023517,765.9445289,-0.28547316,0.140453482,-2.032510375,0.042102015,0.562112806,ENSXMAG00000028458,ENSOMEG00000018133,ENSLOCG00000007846,ENSDARG00000009779,ENSOMEG00000018133,DOWN,112136551,Oryzias melastigma,"MCL1 apoptosis regulator, BCL2 family member b(mcl1b)",mcl1b
FQA47_002300,720.8312138,-0.316677033,0.143214409,-2.211209293,0.027021347,0.469846825,ENSXMAG00000017907,ENSOMEG00000004222,ENSLOCG00000012147,ENSDARG00000054707,ENSOMEG00000004222,DOWN,112154143,Oryzias melastigma,DEAH (Asp-Glu-Ala-His) box polypeptide 8(dhx8),dhx8
FQA47_021935,660.9396693,-0.598038764,0.158467801,-3.773881898,0.000160727,0.027765294,ENSXMAG00000006417,ENSOMEG00000017875,ENSLOCG00000014655,ENSDARG00000011583,ENSOMEG00000017875,DOWN,112151877,Oryzias melastigma,cryptochrome circadian regulator 2(cry2),cry2
FQA47_010872,515.6409551,-0.577465904,0.199896317,-2.888827134,0.003866816,0.188472018,ENSXMAG00000003098,ENSOMEG00000021661,ENSLOCG00000014336,ENSDARG00000068289,ENSOMEG00000021661,DOWN,112149517,Oryzias melastigma,"eukaryotic translation initiation factor 3, subunit K(eif3k)",eif3k
FQA47_016712,465.111414,-0.694274718,0.208568426,-3.328762331,0.000872328,0.080552363,ENSXMAG00000011825,ENSOMEG00000019425,ENSLOCG00000003427,ENSDARG00000095908,ENSOMEG00000019425,DOWN,112158979,Oryzias melastigma,spermidine/spermine N1-acetyltransferase 1b(sat1b),sat1b
FQA47_005591,554.7208924,-0.475965687,0.16576525,-2.871323683,0.004087567,0.192081711,ENSXMAG00000003090,ENSOMEG00000008595,ENSLOCG00000011742,ENSDARG00000073892,ENSOMEG00000008595,DOWN,112148768,Oryzias melastigma,selenocysteine insertion sequence-binding protein 2(LOC112148768),LOC112148768
FQA47_001512,483.3380338,-0.664915061,0.180902707,-3.675539594,0.000237347,0.035454091,ENSXMAG00000023382,ENSOMEG00000013907,ENSLOCG00000003776,ENSDARG00000059841,ENSOMEG00000013907,DOWN,112137605,Oryzias melastigma,exosome component 1(exosc1),exosc1
FQA47_003070,598.9414784,-0.62598333,0.194691193,-3.215262692,0.001303252,0.099796649,ENSXMAG00000013950,ENSOMEG00000017093,ENSLOCG00000002654,ENSDARG00000035860,ENSOMEG00000017093,DOWN,112144426,Oryzias melastigma,ribosomal protein S28(rps28),rps28
FQA47_018177,600.1000632,-0.301432928,0.146280783,-2.060646116,0.039336814,0.546454622,ENSXMAG00000009043,ENSOMEG00000013514,ENSLOCG00000015930,ENSDARG00000068708,ENSOMEG00000013514,DOWN,112157376,Oryzias melastigma,interferon-related developmental regulator 1(ifrd1),ifrd1
FQA47_000497,778.3390139,0.27443931,0.134122189,2.046188722,0.040737806,0.553781218,ENSXMAG00000011406,ENSOMEG00000003679,ENSLOCG00000014847,ENSDARG00000035330,ENSOMEG00000003679,UP,112142430,Oryzias melastigma,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor(taf1)",taf1
FQA47_020043,22.40716378,0.8041319,0.393113814,2.045544753,0.040801182,0.553781218,ENSXMAG00000005321,ENSOMEG00000007914,ENSLOCG00000015610,ENSDARG00000032319,ENSOMEG00000007914,UP,112158821,Oryzias melastigma,mesoderm specific transcript(mest),mest
